"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N902BC",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N902DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N902EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N902NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N902NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N902WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N902XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N903AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N903AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N903DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N903EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N903NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N903NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N903WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N903XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N904AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N904AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N904DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N904EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N904NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N904NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N904WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N904XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N905AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N905AU",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N905DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N905EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N905JH",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N905NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N905NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N905XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N906AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N906AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N906AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N906DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N906EV",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N906NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N906NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N906WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N906XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N907AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N907AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N907DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N907EV",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N907NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N907WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N907XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N908AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N908AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N908AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N908DN",NA,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N908EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N908NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N908NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N908SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N908WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N908XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N909AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N909AM",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N909AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N909DN",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N909EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N909NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N909SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N909WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N909XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N910AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N910AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N910AU",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N910DU",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N910EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N910FR",2002,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N910NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N910NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N910SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N910WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N910XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N911DQ",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N912AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N912DU",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N912EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N912NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N912NN",2012,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N912SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N912UY",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N912WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N912XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N913AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N913DE",1993,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,0,"Turbo-fan"
"N913DU",2018,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N913EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N913NK",2017,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N913NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N913US",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N913WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N913XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N914AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N914DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N914EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N914NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N914UY",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N914WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N914XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N915AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N915AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N915DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N915EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N915NK",2018,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N915NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N915SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N915US",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N915WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N915XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N916AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N916DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N916EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N916NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N916NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N916SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N916US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N916XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N917AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N917DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N917EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N917NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N917NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N917SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N917UY",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N917WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N917XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N918AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N918AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N918DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N918NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N918NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N918SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N918US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N918XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N919AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N919AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N919DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N919EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N919NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N919NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N919SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N919US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N919WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N919XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N920AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N920AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N920DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N920EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N920NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N920NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N920SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N920US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N920WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N920XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N921AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N921AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N921DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N921EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N921NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N921NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N921US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N921XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N922AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N922AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N922AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N922DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N922EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N922NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N922US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N922WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N922XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N923AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N923AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N923AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N923DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N923EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N923NK",2019,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,0,"Turbo-fan"
"N923NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N923SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N923US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N923WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N923XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N924AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N924AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N924DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N924NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N924SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N924US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N924WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N924XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N925AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N925AN",1999,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N925AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N925DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N925EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N925NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N925SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N925UY",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N925WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N925XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N926AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N926AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N926DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N926EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N926NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N926SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N926UW",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N926WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N926XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N927AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N927AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N927DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N927EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N927NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N927SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N927UW",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N927WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N927XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N928AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N928AM",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N928AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N928AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N928DU",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N928EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N928NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N928SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N928WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N928XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N929AA",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N929AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N929AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N929DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,0,"Turbo-jet"
"N929DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N929EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N929NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N929SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N929WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N929XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N93003",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N930AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N930AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N930AU",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N930DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,0,"Turbo-jet"
"N930DZ",2019,"Fixed wing multi engine","BOEING","737-900ER",2,222,0,"Turbo-fan"
"N930EV",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N930NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N930SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N930WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N930XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N931AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N931AM",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N931AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N931EV",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N931NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N931WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N931XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N932AE",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N932AM",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N932AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N932AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N932EV",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N932NN",2013,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N932SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N932WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N932XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N93305",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N933AM",2017,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N933AN",2000,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N933AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N933EV",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N933JN",2005,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
